created_at,text,retweets,likes
Sat Feb 27 00:25:45 +0000 2021,"There are currently approx 20k reservations for BK and QNS residents

For everyone else, more vaccines are on the way. CA may receive 380k doses of J&amp;J by next week alone. Let's hope NY will receive a similar allocation soon

Good night, and Go Knicks

https://t.co/QBuS4EUjK1",3,45
Sat Feb 27 00:25:45 +0000 2021,"Some things to keep in mind:
1) You may not see the sites unless you enter an eligible zip code
2) There will likely be a virtual queue situation. Be careful trying to open two tabs in the same browser (use another browser or in incognito)",0,13
Sat Feb 27 00:25:45 +0000 2021,"According to this BP article, Medgar Evers (and I assume York) will open to all Brooklyn and Queens residents at 8AM tomorrow. I haven't seen confirmation elsewhere, but 8AM is exactly when they opened last Saturday

https://t.co/MyAjiAOX1x",38,145
Sat Feb 27 00:03:40 +0000 2021,"[NYC H+H · Brooklyn] Brooklyn Army Terminal: 30 appts

Feb 27 – 12:00AM, 12:15AM, 12:30AM + 27

https://t.co/iVRnr1hjSf",9,26
Fri Feb 26 23:52:43 +0000 2021,"@mcwm Happy for you Mike, you can properly thank me by tweeting #COYS",1,20
Fri Feb 26 23:41:27 +0000 2021,"[NYC H+H · Queens] Citi Field (Queens residents/eligible groups only): 85 appts

Feb 27 – 1:00AM, 2:00AM, 2:15AM + 82

https://t.co/iVRnr1hjSf",12,20
Fri Feb 26 22:59:44 +0000 2021,"[NYC H+H · Bronx] Bathgate Postal Station: 76 appts

Feb 27 – 12:45AM, 1:00AM, 1:15AM + 73

https://t.co/iVRnr1hjSf",7,12
Fri Feb 26 22:48:16 +0000 2021,"[NYC H+H · Manhattan] Bellevue Hospital: 55 appts

Feb 27 – 7:30AM, 7:45AM, 8:00AM + 52

https://t.co/iVRnr1hjSf",18,35
Fri Feb 26 22:40:47 +0000 2021,"[NYC Vaccine Hub · Staten Island] Empire Outlets (S.I. residents only): 32 appts

Feb 27 – 8:00AM, 8:15AM, 8:30AM + 29

https://t.co/jQDJPwNCK4",6,7
Fri Feb 26 20:34:21 +0000 2021,"[NYC H+H · Manhattan] Harlem Hospital: 34 appts

Mar 1 – 11:40AM, 11:50AM, 11:55AM + 31

https://t.co/iVRnr1hjSf",15,32
Fri Feb 26 14:03:32 +0000 2021,"Who? 

https://t.co/yMcYG0tXET",0,49
Fri Feb 26 13:53:37 +0000 2021,Thanks again for all of your continued support. Happy Friday and go Knicks,3,182
Fri Feb 26 13:53:37 +0000 2021,"4) There is a new (and official) vaccine finder in town! VaccineFinder just launched and is run by the CDC. Looks like it has real-time coverage for major NYC-area pharmacy chains though haven't checked the data myself (note that pharmacies are still 65+)

https://t.co/i8sM7D8lH1",15,111
Fri Feb 26 13:53:37 +0000 2021,3) I've removed the Capsule Pharmacy site from TurboVax. The site was set up with Brownsville-area residents in mind so I think we should respect those intentions. Would also be open to other ideas here,1,69
Fri Feb 26 13:53:37 +0000 2021,"2) I've raised the min appt threshold up to 30. This means that a sizable number appointments may go unreported by this twitter account. They will still be reflected on https://t.co/38bdKjMGUt. Given the recent flow of appts, I may even need to adjust this some more",0,42
Fri Feb 26 13:53:36 +0000 2021,"Four updates this morning:

1) thank you to everyone who donated yesterday (and to Lauren for inspiring others!). We raised $11k just yesterday alone, bringing the grand total of funds raised up to $53k. This will make a real difference in the community

https://t.co/QpZGQNO8vI",23,384
Fri Feb 26 05:08:12 +0000 2021,"[NYC H+H · Queens] Citi Field (Queens residents/eligible groups only): 62 appts

Mar 5 – 8:30AM, 8:45AM, 9:00AM + 59

https://t.co/iVRnr1hjSf",7,22
Fri Feb 26 05:06:40 +0000 2021,"[NYC H+H · Staten Island] Gotham Health/Vanderbilt: 31 appts

Mar 5 – 12:30AM, 1:00AM, 1:30AM + 28

https://t.co/iVRnr1hjSf",4,7
Fri Feb 26 02:29:43 +0000 2021,"[NYC H+H · Brooklyn] Brooklyn Army Terminal: 64 appts

Feb 26 – 8:00AM, 8:15AM, 8:30AM + 61

https://t.co/iVRnr1hjSf",13,35
Fri Feb 26 01:30:29 +0000 2021,"[NYC H+H · Bronx] Bathgate Postal Station: 64 appts

Feb 26 – 8:00AM, 8:15AM, 8:30AM + 61

https://t.co/iVRnr1hjSf",11,18
Fri Feb 26 01:17:46 +0000 2021,"[NYC H+H · Queens] Citi Field (Queens residents/eligible groups only): 64 appts

Feb 26 – 8:00AM, 8:15AM, 8:30AM + 61

https://t.co/iVRnr1hjSf",16,33
Thu Feb 25 23:21:07 +0000 2021,@lnaturale THANK YOU CONGRATS ON THE VACCINE,0,3
Thu Feb 25 23:16:07 +0000 2021,"@lnaturale wow I'm so sorry for messing up your name. Not even close. Be like LAUREN, not like me",0,46
Thu Feb 25 23:09:35 +0000 2021,"The Force is strong with this one. Go Knicks

https://t.co/iX56tjcjTj",1,29
Thu Feb 25 23:09:34 +0000 2021,"I'm turning off tweets for now, but there are some of slots left. Do note each appt time at a Vaccine Hub may actually represent 10-20 slots (depending on hub) so might be even more appointments than you think",0,37
Thu Feb 25 23:09:34 +0000 2021,"Congrats to all of you who were able to book vaccines today. If you want to show gratitude, I encourage you to be like Natalie and donate to @WtChinatown!! 

https://t.co/fr8LnXLq8X

https://t.co/QpZGQNO8vI",37,424
Thu Feb 25 22:45:16 +0000 2021,"[NYC Vaccine Hub · Brooklyn] Canarsie High School: 39 appts

Feb 26 – 11:40AM, 4:00PM
Feb 27 – 10:10AM, 10:20AM, 10:40AM + 12
Feb 28 – 10:00AM, 10:10AM, 10:20AM + 19

https://t.co/jQDJPwNCK4",9,21
Thu Feb 25 22:35:12 +0000 2021,@lnaturale @WtChinatown thank you lauren!,0,2
Thu Feb 25 22:16:25 +0000 2021,@AyoSandee @BeeNasty_ it's better,0,4
Thu Feb 25 22:11:29 +0000 2021,"[NYC Vaccine Hub · Staten Island] Staten Island Technical High School: 42 appts

Feb 27 – 10:00AM, 10:10AM, 10:20AM + 15
Feb 28 – 10:00AM, 10:10AM, 10:20AM + 21

https://t.co/jQDJPwNCK4",7,20
Thu Feb 25 22:09:32 +0000 2021,"[NYC Vaccine Hub · Staten Island] Port Richmond High School: 36 appts

Feb 27 – 10:00AM, 10:10AM, 10:20AM + 15
Feb 28 – 11:00AM, 11:10AM, 11:20AM + 15

https://t.co/jQDJPwNCK4",4,11
Thu Feb 25 22:05:37 +0000 2021,"[NYC Vaccine Hub · Bronx] Morris Academy for Collaborative Studies: 42 appts

Feb 27 – 10:00AM, 10:10AM, 10:20AM + 15
Feb 28 – 10:00AM, 10:10AM, 10:20AM + 21

https://t.co/jQDJPwNCK4",7,8
Thu Feb 25 22:01:59 +0000 2021,"[NYC Vaccine Hub · Bronx] Bronx Science: 30 appts

Feb 27 – 10:00AM, 10:10AM, 10:20AM + 15
Feb 28 – 10:00AM, 10:10AM, 10:20AM + 9

https://t.co/jQDJPwNCK4",6,15
Thu Feb 25 22:00:07 +0000 2021,"[NYC Vaccine Hub · Brooklyn] Abraham Lincoln High School: 31 appts

Feb 26 – 10:40AM
Feb 27 – 10:00AM, 10:10AM, 10:20AM + 15
Feb 28 – 4:00PM, 4:10PM, 4:20PM + 9

https://t.co/jQDJPwNCK4",10,10
Thu Feb 25 21:56:14 +0000 2021,"[NYC Vaccine Hub · Queens] Beach Channel Educational Campus: 41 appts

Feb 27 – 10:00AM, 10:10AM, 10:20AM + 15
Feb 28 – 10:00AM, 10:10AM, 10:20AM + 20

https://t.co/jQDJPwNCK4",3,13
Thu Feb 25 21:53:19 +0000 2021,"[NYC Vaccine Hub · Queens] Aviation High School: 42 appts

Feb 27 – 10:00AM, 10:10AM, 10:20AM + 15
Feb 28 – 10:00AM, 10:10AM, 10:20AM + 21

https://t.co/jQDJPwNCK4",5,13
Thu Feb 25 21:50:38 +0000 2021,"[NYC Vaccine Hub · Queens] August Martin High School: 42 appts

Feb 27 – 10:00AM, 10:10AM, 10:20AM + 15
Feb 28 – 10:00AM, 10:10AM, 10:20AM + 21

https://t.co/jQDJPwNCK4",2,6
Thu Feb 25 21:47:36 +0000 2021,"[NYC Vaccine Hub · Manhattan] Essex Crossing: 42 appts

Feb 27 – 10:00AM, 10:10AM, 10:20AM + 15
Feb 28 – 10:00AM, 10:10AM, 10:20AM + 21

https://t.co/jQDJPwNCK4",10,16
Thu Feb 25 21:45:07 +0000 2021,"[NYC Vaccine Hub · Manhattan] A. Philip Randolph Campus High School: 41 appts

Feb 27 – 10:10AM, 10:20AM, 10:30AM + 14
Feb 28 – 10:00AM, 10:10AM, 10:20AM + 21

https://t.co/jQDJPwNCK4",7,21
Thu Feb 25 21:42:10 +0000 2021,"[NYC Vaccine Hub · Brooklyn] Science Skill Center HS: 42 appts

Feb 27 – 10:00AM, 10:10AM, 10:20AM + 15
Feb 28 – 10:00AM, 10:10AM, 10:20AM + 21

https://t.co/jQDJPwNCK4",9,30
Thu Feb 25 21:39:48 +0000 2021,"[NYC Vaccine Hub · Brooklyn] Canarsie High School: 42 appts

Feb 27 – 10:00AM, 10:10AM, 10:20AM + 15
Feb 28 – 10:00AM, 10:10AM, 10:20AM + 21

https://t.co/jQDJPwNCK4",8,17
Thu Feb 25 18:59:12 +0000 2021,"[NYC H+H · Brooklyn] Woodhull Hospital: 58 appts

Feb 27 – 8:30AM, 8:45AM, 9:30AM + 21
Feb 28 – 7:15AM, 7:30AM, 7:45AM + 31

https://t.co/iVRnr1hjSf",14,25
Thu Feb 25 14:14:08 +0000 2021,"[NYS Dept. of Health · Manhattan] Javits Center: 7454 appts

Feb 27 – 8:00AM-7:30PM
Feb 28 – 8:00AM-7:30PM
Mar 1 – 8:00AM-7:30PM
+ 2 more days

https://t.co/rpNlvKMeLw",153,367
Thu Feb 25 13:58:42 +0000 2021,Correction: @NYCHealthSystem is the right twitter handle (the site is run by NYC Health and Hospitals),1,13
Thu Feb 25 13:26:08 +0000 2021,@Suz1191 @nycHealthy Source?,0,0
Thu Feb 25 13:15:41 +0000 2021,"Have only heard about good experiences at Vax Hub and NYS-operated locations. That said, a couple hours may be a small price to pay considering we've already waited a whole year. As Knicks fans, we're all used to waiting a while for something good...

Dress warm and be prepared!",1,158
Thu Feb 25 13:15:41 +0000 2021,"Here is another user reporting 5 hour wait at Bathgate. Unclear if this is the case across the board or whether they were just unlucky. Let's hope that Health and Hospitals will figure it out with time.

https://t.co/O6DGE7SVG4",1,24
Thu Feb 25 13:15:41 +0000 2021,"Good morning! 

Good news: more appointments are starting to open up.

Not so good news: folks with appointments at some @nycHealthy vaccination centers are reporting long waits. Brian here had a 4 hour wait at Citi Field

https://t.co/dBxzK4fTLF",15,97
Thu Feb 25 05:04:14 +0000 2021,"[NYC H+H · Queens] Citi Field (Queens residents/eligible groups only): 64 appts

Mar 4 – 8:00AM, 8:15AM, 8:30AM + 61

https://t.co/iVRnr1yUJN",8,25
Thu Feb 25 05:04:09 +0000 2021,"[NYC H+H · Staten Island] Gotham Health/Vanderbilt: 40 appts

Mar 4 – 12:00AM, 12:30AM, 1:00AM + 37

https://t.co/iVRnr1hjSf",2,7
Thu Feb 25 05:04:06 +0000 2021,"[NYC H+H · Brooklyn] Woodhull Hospital: 24 appts

Mar 4 – 8:30AM, 8:45AM, 10:45AM + 21

https://t.co/iVRnr1hjSf",4,12
Thu Feb 25 01:53:34 +0000 2021,"[NYC H+H · Bronx] Bathgate Postal Station: 64 appt times

Feb 25 – 8:00AM, 8:15AM, 8:30AM + 61

https://t.co/iVRnr1hjSf",9,23
Thu Feb 25 01:45:08 +0000 2021,"[NYC Vaccine Hub · Queens] HSS at Martin Van Buren HS: 63 appt times

Feb 25 – 9:40AM, 10:50AM, 11:20AM + 19
Feb 27 – 9:30AM, 9:50AM, 10:40AM + 13
Feb 28 – 8:10AM, 8:40AM, 9:20AM + 22

https://t.co/jQDJPwNCK4",7,34
Thu Feb 25 01:43:25 +0000 2021,"[NYC H+H · Brooklyn] Brooklyn Army Terminal: 63 appt times

Feb 25 – 8:15AM, 8:30AM, 8:45AM + 60

https://t.co/iVRnr1hjSf",7,26
Thu Feb 25 01:28:36 +0000 2021,"[NYC H+H · Queens] Citi Field (Queens residents/eligible groups only): 63 appt times

Feb 25 – 8:00AM, 8:15AM, 8:30AM + 60

https://t.co/iVRnr1hjSf",13,28
Thu Feb 25 00:41:49 +0000 2021,"[NYC Vaccine Hub · Queens] HSS at Martin Van Buren HS: 60 appt times

Feb 25 – 8:00AM, 8:10AM, 8:20AM + 57

https://t.co/jQDJPwNCK4",8,30
Thu Feb 25 00:36:48 +0000 2021,"[NYC Vaccine Hub · Manhattan] Essex Crossing: 24 appt times

Feb 25 – 10:00AM, 10:10AM, 10:20AM + 21

https://t.co/jQDJPwNCK4",11,82
Wed Feb 24 16:59:21 +0000 2021,"[NYC H+H · Brooklyn] Brooklyn Army Terminal: 44 appts

Feb 24 – 1:00PM, 1:15PM, 1:30PM + 41

https://t.co/iVRnr1hjSf",14,40
Wed Feb 24 16:42:37 +0000 2021,"[NYC H+H · Queens] Citi Field (Queens residents/eligible groups only): 44 appts

Feb 24 – 1:00PM, 1:15PM, 1:30PM + 41

https://t.co/iVRnr1hjSf",12,31
Wed Feb 24 16:32:30 +0000 2021,"[NYC H+H · Bronx] Bathgate Postal Station: 41 appts

Feb 24 – 1:15PM, 1:30PM, 1:45PM + 38

https://t.co/iVRnr1hjSf",4,16
Wed Feb 24 14:32:27 +0000 2021,"That's why the state has reserved vaccines for this neighborhood at Medgar Evans

We should embrace any improvement to this mess of a vaccine finding process. The proper response to inequity is better policy, not worse tech. 

https://t.co/1wGldytjrp",1,167
Wed Feb 24 13:37:16 +0000 2021,"The site also may be slow/unstable until I figure out a fix (it will take me a couple days, I have a day job). 

But all in all, yesterday gives us something to be hopeful for. Is this article about vaccines or the @nyknicks? 

https://t.co/jdebQKqWdU",4,159
Wed Feb 24 13:37:16 +0000 2021,"I'm happy a large % of people are already finding appts via TurboVax, though I'm not sure if it'd be ideal if this number got even higher. This change means that refreshers may have more luck finding appts, esp with cancellations popping up all the time.

https://t.co/hGpczXkO2f",1,89
Wed Feb 24 13:37:16 +0000 2021,"Good morning all, two updates:
1) I've adjusted the threshold for tweets to 20 appts. Will adjust up/down if the flow of vax changes.
2) https://t.co/38bdKjMGUt is starting to buckle from site traffic. Surprised it held up for so long considering it's doing 1+ mil pageviews/day!",17,400
Wed Feb 24 05:00:47 +0000 2021,"[NYC H+H · Queens] Citi Field (Queens residents/eligible groups only): 64 appts

Mar 3 – 8:00AM, 8:15AM, 8:30AM + 61

https://t.co/iVRnr1hjSf",19,41
Wed Feb 24 05:00:29 +0000 2021,"[NYC H+H · Staten Island] Gotham Health/Vanderbilt: 40 appts

Mar 3 – 12:00AM, 12:30AM, 1:00AM + 37

https://t.co/iVRnr1hjSf",5,9
Wed Feb 24 05:00:27 +0000 2021,"[NYC H+H · Brooklyn] Woodhull Hospital: 35 appts

Mar 3 – 7:15AM, 7:30AM, 7:45AM + 32

https://t.co/iVRnr1hjSf",11,12
Wed Feb 24 01:59:15 +0000 2021,@enirehtaklu hello kat,0,3
Wed Feb 24 01:23:06 +0000 2021,"[NYC Vaccine Hub · Brooklyn] Capsule Pharmacy at Teachers Prep HS (Brooklyn residents only): 42 appts

Feb 24 – 10:00AM, 10:10AM, 10:20AM + 39

https://t.co/jQDJPwNCK4",19,57
Wed Feb 24 01:10:37 +0000 2021,"[NYC H+H · Queens] Elmhurst Hospital: 37 appts

Feb 24 – 7:15AM, 7:30AM, 7:45AM + 34

https://t.co/iVRnr1hjSf",15,47
Tue Feb 23 23:32:14 +0000 2021,@APaolicelli17 Wow thanks for sharing! That's a pretty crazy stat,0,99
Tue Feb 23 23:05:17 +0000 2021,@NaziaSpeaks Nazia....no.....,0,4
Tue Feb 23 22:45:50 +0000 2021,"[NYC Vaccine Hub · Staten Island] Empire Outlets (S.I. residents only): 32 appts

Feb 24 – 8:00AM, 8:15AM, 8:30AM + 29

https://t.co/jQDJPwNCK4",11,28
Tue Feb 23 22:16:45 +0000 2021,more info here: https://t.co/qtg7RWfpj8,5,63
Tue Feb 23 22:06:46 +0000 2021,"Below: how everyone feels after two weeks of nothing

There are still lots of appointments! The bot won't be tweeting unless appointments are added at other vaccine sites https://t.co/6r3gbmwJNs",20,338
Tue Feb 23 21:32:03 +0000 2021,"[NYC Vaccine Hub · Bronx] Morris Academy for Collaborative Studies: 24 appts

Feb 25 – 10:00AM, 10:10AM, 10:20AM + 21

https://t.co/jQDJPwNCK4",5,19
Tue Feb 23 21:29:42 +0000 2021,"[NYC Vaccine Hub · Bronx] Bronx Science: 24 appts

Feb 25 – 10:00AM, 10:10AM, 10:20AM + 21

https://t.co/jQDJPwNCK4",6,20
Tue Feb 23 21:26:45 +0000 2021,"[NYC Vaccine Hub · Queens] Hillcrest High School: 24 appts

Feb 25 – 10:00AM, 10:10AM, 10:20AM + 21

https://t.co/jQDJPwNCK4",8,21
Tue Feb 23 21:24:24 +0000 2021,"[NYC Vaccine Hub · Queens] Beach Channel Educational Campus: 24 appts

Feb 25 – 10:00AM, 10:10AM, 10:20AM + 21

https://t.co/jQDJPwNCK4",7,10
Tue Feb 23 21:22:15 +0000 2021,"[NYC Vaccine Hub · Queens] Aviation High School: 24 appts

Feb 25 – 10:00AM, 10:10AM, 10:20AM + 21

https://t.co/jQDJPwNCK4",5,26
Tue Feb 23 21:20:09 +0000 2021,"[NYC Vaccine Hub · Queens] August Martin High School: 24 appts

Feb 25 – 10:00AM, 10:10AM, 10:20AM + 21

https://t.co/jQDJPwNCK4",6,17
Tue Feb 23 21:16:42 +0000 2021,"[NYC Vaccine Hub · Manhattan] A. Philip Randolph Campus High School: 24 appts

Feb 25 – 10:00AM, 10:10AM, 10:20AM + 21

https://t.co/jQDJPwNCK4",7,40
Tue Feb 23 21:12:43 +0000 2021,"[NYC Vaccine Hub · Brooklyn] Canarsie High School: 24 appts

Feb 25 – 10:00AM, 10:10AM, 10:20AM + 21

https://t.co/jQDJPwNCK4",9,16
Tue Feb 23 21:10:28 +0000 2021,"[NYC Vaccine Hub · Brooklyn] Bushwick Educational Campus: 24 appts

Feb 25 – 10:00AM, 10:10AM, 10:20AM + 21

https://t.co/jQDJPwNCK4",8,24
Tue Feb 23 21:09:15 +0000 2021,"@yuhline Thank you, Assemblywoman! Thank you for advocating for NY's Asian-American community",0,25
Tue Feb 23 21:07:51 +0000 2021,"[NYC Vaccine Hub · Brooklyn] Science Skill Center HS: 24 appts

Feb 25 – 10:00AM, 10:10AM, 10:20AM + 21

https://t.co/jQDJPwNCK4",8,54
Tue Feb 23 21:05:09 +0000 2021,@clockwerks hey thanks for highlighting trei!! hope all is well with you,0,0
Tue Feb 23 21:01:57 +0000 2021,"@patkiernan Thank you, Pat!! What an honor to be recognized by the legend himself!",0,62
Tue Feb 23 18:54:24 +0000 2021,"These restrictions protect people who can't benefit from Twitter alerts or know how to use autofill to quickly fill out a form. Medgar/York sites will open up in a few days anyway

https://t.co/qRBsZQcFqT",1,75
Tue Feb 23 18:46:32 +0000 2021,"Don't have a source for you but have read somewhere that the the state's contract with pharmacies specifically reserves these doses for 65+

https://t.co/cVhSh8xm5o",0,31
Tue Feb 23 18:24:50 +0000 2021,https://t.co/JmqBBXG5AZ,2,4
Tue Feb 23 18:04:11 +0000 2021,Lots of availability at Walgreens/Duane Reade for 65+. Other groups are not eligible for appointments at pharmacies yet https://t.co/BLJEFRSnBx,51,152
Tue Feb 23 13:12:34 +0000 2021,"I'm happy to be recognized, but even more proud that we've already raised almost ~~$25000~~ for @WtChinatown! Amazing numbers for an important cause. Thank you for coming through for me—I hope I can continue doing the same for you. https://t.co/fr8LnXLq8X",25,636
Tue Feb 23 13:12:34 +0000 2021,"Personal news: I have been named NY1's New Yorker of the Week

As your New Yorker of the Week, I will do everything in my power to ensure the Knicks make the playoffs 

https://t.co/k7frrzhroF",312,5859
Tue Feb 23 06:07:02 +0000 2021,"[NYC H+H · Bronx] Bathgate Postal Station: 17 appts

Feb 23 – 8:00AM, 8:15AM, 9:00AM + 14

https://t.co/iVRnr1hjSf",2,19
Tue Feb 23 05:02:08 +0000 2021,"[NYC H+H · Queens] Citi Field (Queens residents/eligible groups only): 64 appts

Mar 2 – 8:00AM, 8:15AM, 8:30AM + 61

https://t.co/iVRnr1hjSf",4,38
Tue Feb 23 05:00:55 +0000 2021,"[NYC H+H · Brooklyn] Woodhull Hospital: 26 appts

Mar 2 – 7:45AM, 9:45AM, 11:15AM + 23

https://t.co/iVRnr1hjSf",3,11
Tue Feb 23 05:00:55 +0000 2021,"[NYC H+H · Manhattan] Metropolitan Hospital: 12 appts

Mar 2 – 11:00AM, 11:15AM, 11:30AM + 9

https://t.co/iVRnr1hjSf",3,13
Tue Feb 23 01:09:23 +0000 2021,@lesliepascaud You can book second doses here https://t.co/Ap3fF48Fap,0,1
Tue Feb 23 00:52:17 +0000 2021,"[NYC Vaccine Hub · Brooklyn] Capsule Pharmacy at Teachers Prep HS (Brooklyn residents only): 30 appts

Feb 23 – 10:00AM, 10:10AM, 10:20AM + 27

https://t.co/jQDJPwNCK4",7,31
Tue Feb 23 00:44:38 +0000 2021,"[NYC Vaccine Hub · Staten Island] Empire Outlets (S.I. residents only): 20 appts

Feb 23 – 12:00PM, 12:15PM, 12:30PM + 17

https://t.co/jQDJPwNCK4",6,17
Tue Feb 23 00:36:03 +0000 2021,"[NYC Vaccine Hub · Queens] HSS at Martin Van Buren HS: 54 appts

Feb 23 – 8:00AM, 8:10AM, 8:20AM + 51

https://t.co/jQDJPwNCK4",11,52
Mon Feb 22 23:38:01 +0000 2021,@IHNYC3 Honestly don't disagree. But we need to make the best of the system we already have,0,8
Mon Feb 22 23:36:21 +0000 2021,@lesliepascaud City that never sleeps no?,0,7
Mon Feb 22 23:22:34 +0000 2021,@davidr_requena @vgoyzuetab de nada! que maravilloso,0,8
Mon Feb 22 21:47:33 +0000 2021,@MaddieLandsber1 so happy for you maddie! you and your baby deserve this,0,6
Mon Feb 22 20:41:46 +0000 2021,"[NYC H+H · Brooklyn] Brooklyn Army Terminal: 72 appts

Feb 24 – 12:00AM, 1:30AM, 1:45AM + 21
Feb 26 – 3:15AM, 3:45AM, 4:45AM + 9
Feb 28 – 12:00AM, 12:15AM, 12:30AM + 33

https://t.co/iVRnr1hjSf",17,57
Mon Feb 22 20:41:38 +0000 2021,"[NYC H+H · Queens] Citi Field (Queens residents/eligible groups only): 61 appts

Feb 25 – 12:00AM, 12:15AM, 12:30AM + 58

https://t.co/iVRnr1hjSf",7,42
Mon Feb 22 20:40:28 +0000 2021,"[NYC H+H · Bronx] Bathgate Postal Station: 93 appts

Feb 25 – 8:45AM, 2:45PM, 3:45PM + 11
Feb 26 – 12:00AM, 12:30AM, 12:45AM + 38
Feb 27 – 12:00AM, 12:15AM, 12:30AM + 35

https://t.co/iVRnr1hjSf",4,33
