,year,on spotify?
8266,2020,Yes
8267,2009,No
8268,2018,No
8269,2021,No
8270,2016,No
8271,2012,Yes
8272,2020,No
8273,2015,Yes
8274,2012,Yes
8275,2021,Yes
8276,2020,No
8277,2020,No
8278,2019,No
8279,2018,Yes
8280,2012,No
8281,2017,No
8282,2017,No
8283,2020,No
8284,2013,No
8285,2016,Yes
8286,2017,Yes
8287,2018,No
8288,2019,No
8289,2021,No
8290,2015,No
8291,2012,Yes
8292,2014,No
8293,2011,No
8294,2017,No
8295,2017,Yes
8296,2011,Yes
8297,2018,No
8298,2017,Yes
8299,2018,No
8300,2016,No
8301,2018,No
8302,2018,Yes
8303,2014,No
8304,2019,Yes
8305,2020,No
8306,2017,Yes
8307,2020,Yes
8308,2013,No
8309,2017,Yes
8310,2016,No
8311,2017,No
8312,2014,No
8313,2010,No
8314,2017,No
8315,2012,No
8316,2020,No
8317,2018,No
8318,2017,No
8319,2017,No
8320,2019,No
8321,2013,No
8322,2011,Yes
8323,2017,Yes
8324,2012,No
8325,2016,No
8326,2013,No
8327,2010,Yes
8328,2019,No
8329,2013,No
8330,2015,No
8331,2018,No
8332,2015,No
8333,2017,Yes
8334,2012,No
8335,2020,No
8336,2012,No
8337,2011,No
8338,2019,Yes
8339,2017,Yes
8340,2015,No
8341,2013,No
8342,2016,No
8343,2018,No
8344,2014,No
8345,2021,No
8346,2014,No
8347,2010,No
8348,2020,Yes
8349,2013,No
8350,2019,No
8351,2019,Yes
8352,2017,No
8353,2013,No
8354,2016,No
8355,2020,Yes
8356,2012,No
8357,2011,No
8358,2013,No
8359,2015,Yes
8360,2020,No
8361,2011,No
8362,2014,No
8363,2013,No
8364,2014,No
8365,2017,No
8366,2015,No
8367,2011,No
8368,2020,No
8369,2014,Yes
8370,2014,No
8371,2012,No
8372,2021,Yes
8373,2015,No
8374,2016,Yes
8375,2011,No
8376,2020,No
8377,2015,Yes
8378,2016,No
8379,2019,No
8380,2015,No
8381,2009,Yes
8382,2019,Yes
8383,2020,Yes
8384,2015,Yes
8385,2019,No
8386,2016,Yes
8387,2020,No
8388,2015,No
8389,2018,No
8390,2013,No
8391,2016,No
8392,2020,Yes
8393,2012,Yes
8394,2018,No
8395,2015,No
8396,2020,No
8397,2016,No
8398,2011,Yes
8399,2018,Yes
8400,2014,No
8401,2017,No
8402,2009,No
8403,2012,No
8404,2009,No
8405,2019,Yes
8406,2021,No
8407,2015,No
8408,2018,Yes
8409,2018,No
8410,2018,No
8411,2017,Yes
8412,2021,No
8413,2013,No
8414,2012,No
8415,2011,No
8416,2013,No
8417,2013,No
8418,2013,No
8419,2014,No
8420,2017,No
8421,2014,No
8422,2015,Yes
8423,2014,Yes
8424,2018,Yes
8425,2020,No
8426,2018,No
8427,2019,No
8428,2015,No
8429,2011,Yes
8430,2017,No
8431,2020,No
8432,2016,No
8433,2013,No
8434,2015,Yes
8435,2012,Yes
8436,2014,No
8437,2012,Yes
8438,2019,Yes
8439,2010,No
8440,2019,No
8441,2021,No
8442,2016,Yes
8443,2020,No
8444,2012,No
8445,2020,No
8446,2016,Yes
8447,2019,No
8448,2018,Yes
8449,2020,No
8450,2011,No
8451,2020,No
8452,2020,No
8453,2016,No
8454,2020,Yes
8455,2015,No
8456,2020,Yes
8457,2014,No
8458,2011,Yes
8459,2012,No
8460,2017,Yes
8461,2012,No
8462,2020,Yes
8463,2013,No
8464,2012,No
8465,2012,No
8466,2017,Yes
8467,2014,Yes
8468,2019,Yes
8469,2011,No
8470,2015,No
8471,2016,Yes
8472,2015,Yes
8473,2016,No
8474,2014,No
8475,2012,No
8476,2014,No
8477,2020,No
8478,2015,Yes
8479,2017,Yes
8480,2020,No
8481,2015,No
8482,2017,Yes
8483,2009,No
8484,2020,No
8485,2017,No
8486,2014,No
8487,2015,No
8488,2011,No
8489,2017,No
8490,2011,No
8491,2019,Yes
8492,2017,No
8493,2013,Yes
8494,2016,Yes
8495,2011,No
8496,2012,No
8497,2020,Yes
8498,2013,No
8499,2014,No
8500,2021,No
8501,2013,No
8502,2012,No
8503,2012,Yes
8504,2009,No
8505,2009,Yes
8506,2011,No
8507,2016,No
8508,2012,No
8509,2017,Yes
8510,2015,No
8511,2011,Yes
8512,2020,No
8513,2019,No
8514,2019,No
8515,2019,Yes
8516,2015,No
8517,2013,Yes
8518,2020,No
8519,2017,No
8520,2017,No
8521,2011,No
8522,2011,No
8523,2018,No
8524,2018,Yes
8525,2020,No
8526,2021,No
8527,2014,No
8528,2020,No
8529,2015,No
8530,2014,Yes
8531,2016,Yes
8532,2015,No
8533,2017,No
8534,2010,Yes
8535,2018,Yes
8536,2017,No
8537,2014,No
8538,2016,Yes
8539,2012,No
8540,2017,Yes
8541,2011,Yes
8542,2020,No
8543,2020,No
8544,2010,No
8545,2017,No
8546,2015,No
8547,2020,Yes
8548,2017,No
8549,2012,Yes
8550,2020,No
8551,2019,No
8552,2015,No
8553,2020,No
8554,2019,No
8555,2019,Yes
8556,2014,Yes
8557,2013,No
8558,2020,Yes
8559,2015,No
8560,2011,Yes
8561,2016,No
8562,2018,No
8563,2016,No
8564,2014,No
8565,2016,Yes
8566,2020,No
8567,2021,No
8568,2010,No
8569,2015,No
8570,2014,No
8571,2011,No
8572,2011,Yes
8573,2015,No
8574,2011,Yes
8575,2021,Yes
8576,2020,No
8577,2017,No
8578,2019,Yes
8579,2017,No
8580,2012,No
8581,2014,No
8582,2020,No
8583,2012,No
8584,2012,Yes
8585,2017,Yes
8586,2015,Yes
8587,2017,No
8588,2020,No
8589,2015,No
8590,2018,No
8591,2021,Yes
8592,2012,No
8593,2018,No
8594,2012,No
8595,2011,No
8596,2018,No
8597,2018,Yes
8598,2015,No
8599,2015,No
8600,2013,Yes
8601,2015,No
8602,2020,No
8603,2020,Yes
8604,2019,Yes
8605,2014,Yes
8606,2015,Yes
8607,2019,No
8608,2016,No
8609,2018,No
8610,2021,No
8611,2017,Yes
8612,2016,Yes
8613,2017,No
8614,2019,Yes
8615,2020,No
8616,2015,No
8617,2014,No
8618,2018,No
8619,2019,Yes
8620,2015,No
8621,2017,No
8622,2018,No
8623,2013,No
8624,2013,Yes
8625,2019,No
8626,2020,No
8627,2014,No
8628,2013,No
8629,2013,No
8630,2019,Yes
8631,2017,Yes
8632,2020,Yes
8633,2014,No
8634,2015,No
8635,2014,Yes
8636,2012,Yes
8637,2017,No
8638,2018,No
8639,2018,No
8640,2016,No
8641,2011,No
8642,2018,Yes
8643,2014,Yes
8644,2020,No
8645,2019,No
8646,2021,No
8647,2019,No
8648,2018,No
8649,2020,Yes
8650,2019,No
8651,2015,Yes
8652,2018,No
8653,2021,No
8654,2011,No
8655,2017,No
8656,2017,No
8657,2012,Yes
8658,2020,No
8659,2015,No
8660,2018,No
8661,2016,No
8662,2011,No
8663,2020,No
8664,2019,Yes
8665,2019,Yes
8666,2010,Yes
8667,2013,Yes
8668,2019,No
8669,2019,Yes
8670,2014,Yes
8671,2014,No
8672,2015,Yes
8673,2013,No
8674,2018,No
8675,2020,Yes
8676,2018,Yes
8677,2012,No
8678,2010,No
8679,2016,No
8680,2019,No
8681,2020,No
8682,2014,No
8683,2016,No
8684,2017,No
8685,2019,Yes
8686,2020,No
8687,2013,No
8688,2012,Yes
8689,2018,No
8690,2019,Yes
8691,2018,Yes
8692,2014,No
8693,2016,No
8694,2019,No
8695,2017,No
8696,2020,No
8697,2015,No
8698,2015,Yes
8699,2010,No
8700,2020,Yes
8701,2018,No
8702,2014,No
8703,2021,No
8704,2019,No
8705,2016,Yes
8706,2017,No
8707,2020,No
8708,2016,No
8709,2013,No
8710,2014,No
8711,2019,Yes
8712,2013,No
8713,2016,No
8714,2021,No
8715,2013,Yes
8716,2015,No
8717,2012,Yes
8718,2013,No
8719,2010,No
8720,2020,No
8721,2016,No
8722,2015,No
8723,2021,Yes
8724,2021,Yes
8725,2021,No
8726,2013,No
8727,2015,Yes
8728,2020,Yes
8729,2010,No
8730,2018,No
8731,2014,Yes
8732,2017,No
8733,2015,No
8734,2014,No
8735,2020,Yes
8736,2017,Yes
8737,2018,Yes
8738,2019,No
8739,2011,Yes
8740,2016,No
8741,2011,No
8742,2018,No
8743,2015,No
8744,2017,Yes
8745,2016,No
8746,2018,No
8747,2011,Yes
8748,2016,No
8749,2019,No
8750,2016,No
8751,2018,Yes
8752,2011,Yes
8753,2012,No
8754,2013,Yes
8755,2014,No
8756,2010,Yes
8757,2014,No
8758,2020,No
8759,2015,Yes
8760,2016,No
8761,2014,Yes
8762,2015,Yes
8763,2020,No
8764,2020,No
8765,2020,No
8766,2012,No
8767,2017,No
8768,2014,No
8769,2016,No
8770,2017,No
8771,2014,Yes
8772,2016,Yes
8773,2014,No
8774,2013,No
8775,2014,No
8776,2018,No
8777,2020,No
8778,2013,No
8779,2011,No
8780,2012,No
8781,2020,Yes
8782,2015,No
8783,2012,No
8784,2011,Yes
8785,2020,No
8786,2017,No
8787,2014,No
8788,2015,No
8789,2019,No
8790,2012,No
8791,2015,No
8792,2016,No
8793,2012,No
8794,2020,Yes
8795,2013,No
8796,2020,No
8797,2011,No
8798,2014,No
8799,2015,No
8800,2014,No
8801,2020,Yes
8802,2017,No
8803,2013,No
8804,2010,Yes
8805,2020,No
8806,2021,No
8807,2014,No
8808,2013,No
8809,2013,No
8810,2015,No
8811,2016,No
8812,2019,No
8813,2017,Yes
8814,2019,No
8815,2017,No
8816,2016,No
8817,2019,No
8818,2015,No
8819,2020,No
8820,2017,No
8821,2019,No
8822,2013,Yes
8823,2015,Yes
8824,2021,Yes
8825,2021,No
8826,2017,No
8827,2015,No
8828,2016,Yes
8829,2014,No
8830,2020,No
8831,2013,Yes
8832,2016,No
8833,2012,No
8834,2020,Yes
8835,2016,No
8836,2020,No
8837,2010,Yes
8838,2017,No
8839,2021,No
8840,2018,No
8841,2019,No
8842,2017,Yes
8843,2013,No
8844,2021,No
8845,2019,No
8846,2020,Yes
8847,2018,No
8848,2018,No
8849,2021,Yes
8850,2020,No
8851,2020,No
8852,2018,No
8853,2020,Yes
8854,2020,No
8855,2012,No
8856,2012,No
8857,2014,No
8858,2020,No
8859,2016,No
8860,2014,No
8861,2013,Yes
8862,2017,No
8863,2013,No
8864,2014,Yes
8865,2015,No
8866,2014,No
8867,2017,No
8868,2017,Yes
8869,2018,No
8870,2016,No
8871,2015,No
8872,2017,No
8873,2019,No
8874,2018,No
8875,2016,No
8876,2017,No
8877,2017,No
8878,2016,Yes
8879,2020,No
8880,2019,No
8881,2020,No
8882,2020,No
8883,2011,No
8884,2011,No
8885,2017,Yes
8886,2016,No
8887,2013,No
8888,2014,No
8889,2019,No
8890,2016,Yes
8891,2018,Yes
8892,2018,No
8893,2018,No
8894,2012,No
8895,2016,Yes
8896,2013,No
8897,2013,No
8898,2020,No
8899,2020,Yes
8900,2017,No
8901,2017,No
8902,2015,No
8903,2013,No
8904,2015,No
8905,2012,No
8906,2011,No
8907,2016,Yes
8908,2013,Yes
8909,2010,Yes
8910,2015,No
8911,2020,Yes
8912,2020,No
8913,2020,No
8914,2020,No
8915,2017,No
8916,2010,No
8917,2013,Yes
8918,2014,No
8919,2013,No
8920,2017,No
8921,2013,No
8922,2015,No
8923,2018,No
8924,2015,No
8925,2020,No
8926,2016,No
8927,2020,Yes
8928,2020,No
8929,2020,Yes
8930,2016,No
8931,2014,No
8932,2010,No
8933,2020,Yes
8934,2020,Yes
8935,2018,No
8936,2014,No
8937,2019,Yes
8938,2014,Yes
8939,2012,No
8940,2019,No
8941,2020,No
8942,2014,Yes
8943,2018,Yes
8944,2021,Yes
8945,2013,No
8946,2020,No
8947,2019,Yes
8948,2019,No
8949,2012,No
8950,2014,No
8951,2013,No
8952,2016,No
8953,2016,No
8954,2020,No
8955,2019,No
8956,2011,Yes
8957,2019,No
8958,2013,No
8959,2017,Yes
8960,2021,Yes
8961,2015,Yes
8962,2017,No
8963,2013,No
8964,2018,No
8965,2014,No
8966,2014,No
8967,2020,No
8968,2020,Yes
8969,2015,No
8970,2012,No
8971,2020,Yes
8972,2013,No
8973,2013,Yes
8974,2011,No
8975,2015,No
8976,2020,No
8977,2015,No
8978,2014,Yes
8979,2020,No
8980,2016,No
8981,2011,Yes
8982,2020,Yes
8983,2020,Yes
8984,2020,Yes
8985,2012,No
8986,2021,Yes
8987,2018,Yes
8988,2011,No
8989,2018,Yes
8990,2015,No
8991,2020,Yes
8992,2013,Yes
8993,2019,Yes
8994,2013,No
8995,2020,Yes
8996,2019,No
8997,2013,No
8998,2015,Yes
8999,2012,No
9000,2015,No
9001,2015,No
9002,2019,Yes
9003,2014,Yes
9004,2010,No
9005,2016,No
9006,2010,Yes
9007,2014,No
9008,2014,No
9009,2020,No
9010,2015,No
9011,2014,No
9012,2016,Yes
9013,2017,Yes
9014,2017,Yes
9015,2018,No
9016,2020,No
9017,2016,Yes
9018,2016,No
9019,2017,No
9020,2012,Yes
9021,2017,No
9022,2016,Yes
9023,2011,No
9024,2013,No
9025,2012,No
9026,2013,No
9027,2021,Yes
9028,2015,No
9029,2017,No
9030,2012,No
9031,2020,No
9032,2015,No
9033,2017,No
9034,2014,No
9035,2014,No
9036,2014,No
9037,2018,Yes
9038,2016,No
9039,2017,Yes
9040,2015,No
9041,2015,No
9042,2018,Yes
9043,2012,No
9044,2018,No
9045,2015,No
9046,2020,No
9047,2013,No
9048,2019,Yes
9049,2018,No
9050,2018,Yes
9051,2014,No
9052,2015,No
9053,2011,No
9054,2018,No
9055,2020,No
9056,2011,No
9057,2017,Yes
9058,2013,Yes
9059,2020,No
9060,2018,Yes
9061,2015,No
9062,2016,No
9063,2019,No
9064,2016,Yes
9065,2012,No
9066,2020,No
9067,2014,No
9068,2018,No
9069,2019,No
9070,2016,No
9071,2012,No
9072,2016,No
9073,2021,No
9074,2020,No
9075,2011,No
9076,2014,No
9077,2020,No
9078,2018,No
9079,2014,No
9080,2019,No
9081,2020,Yes
9082,2009,Yes
9083,2013,Yes
9084,2020,Yes
9085,2013,No
9086,2020,No
9087,2012,No
9088,2011,Yes
9089,2017,No
9090,2014,No
9091,2011,No
9092,2011,Yes
9093,2020,No
9094,2015,No
9095,2021,No
9096,2016,No
9097,2021,No
9098,2013,Yes
9099,2013,No
9100,2019,No
9101,2014,No
9102,2020,Yes
9103,2014,No
9104,2017,Yes
9105,2016,Yes
9106,2016,No
9107,2014,No
9108,2018,No
9109,2015,No
9110,2018,Yes
9111,2020,No
9112,2010,Yes
9113,2015,No
9114,2012,No
9115,2020,Yes
9116,2013,No
9117,2012,No
9118,2015,No
9119,2020,Yes
9120,2015,No
9121,2015,No
9122,2014,No
9123,2012,Yes
9124,2017,No
9125,2018,No
9126,2020,No
9127,2018,No
9128,2017,No
9129,2014,No
9130,2013,Yes
9131,2015,No
9132,2013,No
9133,2020,No
9134,2016,No
9135,2012,No
9136,2012,No
9137,2019,No
9138,2013,No
9139,2017,No
9140,2021,No
9141,2013,Yes
9142,2019,Yes
9143,2013,No
9144,2018,No
9145,2011,No
9146,2012,Yes
9147,2013,Yes
9148,2012,No
9149,2014,No
9150,2013,No
9151,2019,No
9152,2015,Yes
9153,2014,No
9154,2014,Yes
9155,2016,Yes
9156,2019,No
9157,2021,No
9158,2019,No
9159,2018,No
9160,2017,Yes
9161,2016,No
9162,2011,No
9163,2015,No
9164,2016,No
9165,2014,Yes
9166,2016,Yes
9167,2017,No
9168,2015,No
9169,2012,No
9170,2016,Yes
9171,2021,No
9172,2019,Yes
9173,2014,Yes
9174,2021,Yes
9175,2015,Yes
9176,2014,No
9177,2016,Yes
9178,2020,No
9179,2013,No
9180,2012,Yes
9181,2015,No
9182,2013,No
9183,2020,Yes
9184,2010,No
9185,2019,No
9186,2011,No
9187,2019,No
9188,2012,No
9189,2015,No
9190,2014,No
9191,2012,No
9192,2015,No
9193,2016,No
9194,2016,Yes
9195,2012,No
9196,2017,No
9197,2019,No
9198,2015,No
9199,2013,No
9200,2011,No
9201,2020,Yes
9202,2015,No
9203,2011,No
9204,2015,Yes
9205,2020,No
9206,2014,No
9207,2017,No
9208,2019,No
9209,2021,Yes
9210,2011,No
9211,2020,No
9212,2016,No
9213,2015,No
9214,2013,No
9215,2021,Yes
9216,2016,No
9217,2020,No
9218,2018,No
9219,2018,Yes
9220,2015,No
9221,2018,Yes
9222,2014,No
9223,2013,Yes
9224,2017,No
9225,2013,No
9226,2015,No
9227,2020,Yes
9228,2020,No
9229,2011,No
9230,2020,Yes
9231,2016,No
9232,2012,No
9233,2013,Yes
9234,2015,Yes
9235,2018,No
9236,2017,Yes
9237,2012,No
9238,2017,Yes
9239,2018,Yes
9240,2020,No
9241,2011,No
9242,2017,No
9243,2020,Yes
9244,2013,No
9245,2020,No
9246,2010,No
9247,2016,No
9248,2017,No
9249,2020,Yes
9250,2010,No
9251,2014,No
9252,2013,No
9253,2019,No
9254,2016,No
9255,2014,No
9256,2010,No
9257,2016,No
9258,2019,Yes
9259,2018,No
9260,2014,No
9261,2011,No
9262,2016,Yes
9263,2021,No
9264,2016,No
9265,2011,No
9266,2012,No
9267,2013,No
9268,2013,No
9269,2012,No
9270,2012,Yes
9271,2020,Yes
9272,2010,Yes
9273,2018,No
9274,2016,No
9275,2017,No
9276,2016,No
9277,2018,No
9278,2020,No
9279,2020,No
9280,2014,Yes
9281,2013,No
9282,2015,Yes
9283,2014,No
9284,2012,Yes
9285,2012,No
9286,2013,No
9287,2012,Yes
9288,2015,No
9289,2018,No
9290,2011,No
9291,2013,No
9292,2018,No
9293,2013,No
9294,2013,No
9295,2012,No
9296,2017,No
9297,2014,Yes
9298,2018,Yes
9299,2012,No
9300,2020,No
9301,2020,No
9302,2012,No
9303,2017,No
9304,2011,No
9305,2020,No
9306,2019,No
9307,2016,No
9308,2015,No
9309,2019,Yes
9310,2010,No
9311,2018,No
9312,2019,Yes
9313,2020,Yes
9314,2017,No
9315,2017,No
9316,2015,No
9317,2017,No
9318,2011,No
9319,2016,No
9320,2012,Yes
9321,2012,No
9322,2017,No
9323,2017,No
9324,2016,Yes
9325,2013,Yes
9326,2015,No
9327,2016,No
9328,2015,No
9329,2020,No
9330,2018,No
9331,2012,No
9332,2019,No
9333,2011,No
9334,2017,No
9335,2016,No
9336,2014,No
9337,2012,No
9338,2017,No
9339,2015,No
9340,2019,Yes
9341,2014,No
9342,2015,No
9343,2015,No
9344,2012,No
9345,2011,No
9346,2017,Yes
9347,2017,No
9348,2014,No
9349,2012,No
9350,2015,No
9351,2015,No
9352,2010,No
9353,2012,No
9354,2013,Yes
9355,2015,No
9356,2018,No
9357,2016,No
9358,2018,No
9359,2014,No
9360,2020,No
9361,2015,No
9362,2014,No
9363,2011,No
9364,2012,No
9365,2012,No
9366,2013,Yes
9367,2016,No
9368,2015,No
9369,2019,No
9370,2016,No
9371,2020,No
9372,2020,No
9373,2013,No
9374,2016,Yes
9375,2018,No
9376,2015,No
9377,2013,No
9378,2012,Yes
9379,2011,No
9380,2017,No
9381,2015,No
9382,2020,No
9383,2020,No
9384,2013,No
9385,2012,No
9386,2014,No
9387,2014,No
9388,2010,Yes
9389,2016,No
9390,2013,No
9391,2010,Yes
9392,2016,Yes
9393,2013,No
9394,2011,No
9395,2011,No
9396,2011,Yes
9397,2018,Yes
9398,2017,No
9399,2018,Yes
9400,2016,No
9401,2020,No
9402,2017,Yes
9403,2014,No
9404,2019,No
9405,2020,Yes
9406,2012,Yes
9407,2019,Yes
9408,2015,No
9409,2019,Yes
9410,2018,No
9411,2015,No
9412,2013,No
9413,2015,Yes
9414,2019,No
9415,2020,No
9416,2012,No
9417,2014,No
9418,2018,Yes
9419,2019,No
9420,2017,Yes
9421,2020,No
9422,2017,No
9423,2013,No
9424,2012,No
9425,2019,No
9426,2013,No
9427,2018,Yes
9428,2020,No
9429,2017,No
9430,2015,No
9431,2020,No
9432,2018,No
9433,2017,No
9434,2020,No
9435,2011,No
9436,2016,Yes
9437,2013,No
9438,2015,No
9439,2016,No
9440,2019,Yes
9441,2018,No
9442,2017,No
9443,2015,No
9444,2019,Yes
9445,2009,Yes
9446,2012,Yes
9447,2014,No
9448,2015,No
9449,2021,Yes
9450,2020,No
9451,2013,No
9452,2020,No
9453,2016,Yes
9454,2020,Yes
9455,2016,No
9456,2014,Yes
9457,2020,No
9458,2015,No
9459,2018,No
9460,2015,No
9461,2010,No
9462,2012,No
9463,2017,No
9464,2017,Yes
9465,2012,No
9466,2014,No
9467,2013,No
9468,2019,No
9469,2009,Yes
9470,2020,Yes
9471,2016,Yes
9472,2012,No
9473,2015,No
9474,2018,Yes
9475,2013,Yes
9476,2020,Yes
9477,2015,No
9478,2014,No
9479,2011,No
9480,2014,No
9481,2019,No
9482,2017,No
9483,2018,Yes
9484,2020,No
9485,2012,No
9486,2019,Yes
9487,2020,Yes
9488,2015,Yes
9489,2013,No
9490,2015,No
9491,2020,No
9492,2017,No
9493,2018,No
9494,2020,No
9495,2017,Yes
9496,2014,No
9497,2016,No
9498,2012,No
9499,2014,No
9500,2015,No
9501,2019,No
9502,2020,No
9503,2018,No
9504,2021,Yes
9505,2020,No
9506,2015,No
9507,2020,No
9508,2017,Yes
9509,2021,No
9510,2014,No
9511,2016,No
9512,2014,No
9513,2010,No
9514,2011,Yes
9515,2019,No
9516,2020,No
9517,2020,No
9518,2013,Yes
9519,2018,Yes
9520,2017,No
9521,2014,Yes
9522,2017,No
9523,2020,No
9524,2013,No
9525,2015,No
9526,2011,Yes
9527,2013,No
9528,2019,Yes
9529,2018,Yes
9530,2014,No
9531,2017,Yes
9532,2018,No
9533,2018,Yes
9534,2013,Yes
9535,2017,No
9536,2013,No
9537,2010,Yes
9538,2010,Yes
9539,2020,No
9540,2019,No
9541,2020,No
9542,2013,No
9543,2011,No
9544,2012,No
9545,2013,No
9546,2020,Yes
9547,2012,No
9548,2017,No
9549,2015,No
9550,2021,Yes
9551,2012,No
9552,2011,Yes
9553,2018,No
9554,2018,No
9555,2017,No
9556,2019,No
9557,2020,No
9558,2020,Yes
9559,2015,Yes
9560,2015,Yes
9561,2015,Yes
9562,2019,No
9563,2016,No
9564,2016,Yes
9565,2016,Yes
9566,2012,No
9567,2015,No
9568,2013,No
9569,2016,No
9570,2014,No
9571,2013,No
9572,2014,No
9573,2014,No
9574,2013,No
9575,2011,No
9576,2013,Yes
9577,2012,No
9578,2012,No
9579,2020,Yes
9580,2010,No
9581,2015,No
9582,2017,No
9583,2017,Yes
9584,2010,No
9585,2014,No
9586,2019,No
9587,2012,No
9588,2018,No
9589,2020,No
9590,2018,No
9591,2013,No
9592,2014,No
9593,2018,No
9594,2016,No
9595,2013,No
9596,2018,Yes
9597,2019,No
9598,2020,No
9599,2018,Yes
9600,2018,Yes
9601,2015,Yes
9602,2020,No
9603,2014,No
9604,2014,Yes
9605,2017,No
9606,2014,Yes
9607,2015,Yes
9608,2021,Yes
9609,2017,No
9610,2018,No
9611,2017,Yes
9612,2016,Yes
9613,2016,No
9614,2015,Yes
9615,2014,Yes
9616,2019,Yes
9617,2011,Yes
9618,2017,No
9619,2019,No
9620,2019,No
9621,2020,Yes
9622,2020,No
9623,2018,No
9624,2018,No
9625,2020,No
9626,2015,No
9627,2011,No
9628,2021,Yes
9629,2017,Yes
9630,2018,Yes
9631,2018,Yes
9632,2012,No
9633,2016,No
9634,2016,No
9635,2020,No
9636,2020,Yes
9637,2015,Yes
9638,2013,Yes
9639,2012,No
9640,2013,Yes
9641,2019,No
9642,2019,No
9643,2018,Yes
9644,2017,Yes
9645,2020,No
9646,2011,No
9647,2015,Yes
9648,2012,No
9649,2020,No
9650,2016,No
9651,2017,Yes
9652,2014,No
9653,2013,No
9654,2020,Yes
9655,2013,Yes
9656,2019,No
9657,2017,Yes
9658,2016,No
9659,2012,No
9660,2011,No
9661,2020,No
9662,2016,No
9663,2016,No
9664,2015,No
9665,2014,No
9666,2017,No
9667,2020,Yes
9668,2020,Yes
9669,2010,Yes
9670,2012,No
9671,2019,No
9672,2017,No
9673,2013,No
9674,2013,No
9675,2020,No
9676,2016,No
9677,2016,No
9678,2014,No
9679,2015,Yes
9680,2018,No
9681,2020,No
9682,2011,Yes
9683,2016,No
9684,2013,Yes
9685,2018,Yes
9686,2018,Yes
9687,2019,No
9688,2013,No
9689,2013,No
9690,2013,Yes
9691,2017,Yes
9692,2010,Yes
9693,2015,No
9694,2011,Yes
9695,2011,No
9696,2018,Yes
9697,2017,No
9698,2018,No
9699,2019,No
9700,2014,Yes
9701,2012,Yes
9702,2020,No
9703,2014,Yes
9704,2020,No
9705,2011,Yes
9706,2017,No
9707,2020,No
9708,2019,No
9709,2015,No
9710,2011,Yes
9711,2021,No
9712,2014,Yes
9713,2020,Yes
9714,2020,No
9715,2013,No
9716,2019,No
9717,2019,No
9718,2014,No
9719,2017,Yes
9720,2020,No
9721,2020,No
9722,2020,No
9723,2010,Yes
9724,2011,Yes
9725,2020,No
9726,2011,No
9727,2013,Yes
9728,2011,No
9729,2012,Yes
9730,2014,No
9731,2011,No
9732,2019,No
9733,2016,No
9734,2011,Yes
9735,2018,No
9736,2014,No
9737,2018,Yes
9738,2013,No
9739,2020,Yes
9740,2018,Yes
9741,2012,No
9742,2018,No
9743,2015,No
9744,2014,No
9745,2018,Yes
9746,2016,Yes
9747,2021,No
9748,2021,No
9749,2021,No
9750,2015,No
9751,2013,No
9752,2014,No
9753,2017,No
9754,2014,No
9755,2014,No
9756,2013,Yes
9757,2010,Yes
9758,2016,No
9759,2021,Yes
9760,2020,Yes
9761,2020,No
9762,2019,No
9763,2014,No
9764,2019,Yes
9765,2020,Yes
9766,2020,Yes
9767,2014,No
9768,2016,No
9769,2019,Yes
9770,2019,No
9771,2012,No
9772,2019,No
9773,2013,No
9774,2012,Yes
9775,2018,No
9776,2015,No
9777,2011,No
9778,2011,No
9779,2011,No
9780,2010,No
9781,2020,No
9782,2011,No
9783,2011,Yes
9784,2009,No
9785,2018,Yes
9786,2017,Yes
9787,2014,No
9788,2017,No
9789,2020,Yes
9790,2016,Yes
9791,2013,No
9792,2020,No
9793,2013,No
9794,2012,No
9795,2017,No
9796,2011,No
9797,2020,Yes
9798,2012,No
9799,2013,No
9800,2018,Yes
9801,2011,No
9802,2015,No
9803,2013,No
9804,2016,No
9805,2016,Yes
9806,2019,No
9807,2012,Yes
9808,2020,No
9809,2012,No
9810,2015,No
9811,2014,No
9812,2017,No
9813,2013,No
9814,2015,No
9815,2015,No
9816,2019,No
9817,2017,No
9818,2019,Yes
9819,2020,No
9820,2018,No
9821,2019,No
9822,2016,No
9823,2017,No
9824,2017,No
9825,2017,No
9826,2016,No
9827,2015,No
9828,2014,No
9829,2013,No
9830,2014,Yes
9831,2017,No
9832,2019,Yes
9833,2016,Yes
9834,2014,No
9835,2013,No
9836,2020,No
9837,2018,No
9838,2011,No
9839,2018,No
9840,2015,No
9841,2017,Yes
9842,2012,No
9843,2013,No
9844,2011,Yes
9845,2020,Yes
9846,2020,No
9847,2013,No
9848,2019,No
9849,2018,No
9850,2014,No
9851,2010,Yes
9852,2021,Yes
9853,2017,No
9854,2017,No
9855,2016,No
9856,2018,Yes
9857,2013,No
9858,2015,No
9859,2015,No
9860,2017,No
9861,2021,No
9862,2018,No
9863,2011,No
9864,2013,No
9865,2011,Yes
9866,2019,No
9867,2019,No
9868,2014,No
9869,2012,No
9870,2014,No
9871,2019,No
9872,2011,No
9873,2020,Yes
9874,2016,No
9875,2017,Yes
9876,2018,No
9877,2013,No
9878,2013,Yes
9879,2012,No
9880,2013,No
9881,2011,Yes
9882,2012,No
9883,2016,Yes
9884,2018,No
9885,2014,No
9886,2016,Yes
9887,2011,No
9888,2015,Yes
9889,2020,No
9890,2020,No
9891,2017,No
9892,2015,No
9893,2015,No
9894,2015,No
9895,2013,No
