"EVENT_ID_NO_CNTY"
23777
23472
23555
24331
23133
23396
25564
23741
25014
23380
23308
23382
23625
23554
23809
23981
23534
24330
24253
25022
24138
23810
23134
23536
24013
24028
23848
23179
23812
23448
24062
24164
23814
24315
23158
24180
24169
24721
22634
22983
22587
22602
22843
23126
22439
22494
23087
22613
22621
22622
22846
22670
22960
22922
22657
23123
22689
23177
21683
20393
20417
20418
20449
20437
20462
20463
20465
21728
20484
21729
20490
20493
20500
20505
20507
20509
20520
20519
20550
20524
20525
20526
20530
20531
20538
20543
20544
20547
20549
20552
19387
20555
20556
20557
20558
20560
20561
20564
20565
20566
20570
20572
20573
20574
20575
20579
20563
20569
21734
21737
20592
20613
20582
20583
20584
20586
20587
20588
20594
20596
20598
20600
20601
20602
20603
20604
20606
20607
20608
20609
20611
20616
21738
21739
20629
20643
20618
20619
20623
20624
20625
20626
20617
20628
20630
20631
20633
20634
20637
20639
20641
20644
20645
20647
20667
20661
20665
20655
20659
20662
20663
20669
20683
20686
20693
20673
20674
20677
20684
20689
20690
20696
20706
20711
20713
20714
20716
20717
21742
20721
20723
20725
20726
20728
20731
20734
20738
20739
20747
20748
20729
21743
20751
20753
20754
20757
20759
20762
20767
20768
20771
20776
20774
20777
20782
20783
20784
20785
20786
20788
20793
20795
20796
20797
20800
20801
20802
20803
20804
20810
20814
20815
20816
20813
20818
20835
20825
20828
20833
20846
20843
20844
20851
20852
20853
20864
20867
20872
18138
18139
18154
18155
18161
18164
18167
18169
18173
18177
18178
18182
18183
18185
18186
18189
18203
18192
18195
18197
18202
18205
18208
18212
18213
18214
18215
18219
18149
18145
18150
18086
18088
18089
18097
18100
18102
18103
18105
18106
18108
18109
18125
18121
18124
18127
18128
18135
18220
18221
18223
18225
18227
18228
18233
18234
18235
18240
18241
18243
18246
18247
18249
18253
18254
18255
18256
18257
18258
18259
18264
18265
18266
18267
18268
18269
18270
18260
18263
19394
18275
18274
18276
18285
18286
18287
18293
18289
18290
18292
18297
18299
18303
18305
18312
18317
18319
18320
18323
18329
18327
18330
18340
18341
18342
18353
18363
18365
18368
18360
18389
18394
18398
18390
18383
18401
18402
18409
18411
18413
18414
18416
18419
18453
18420
18421
18425
18427
18428
18430
18433
18435
18436
18437
18441
18443
18445
18449
18451
18452
18455
18404
18460
18463
18467
18469
18456
18483
18492
18501
18503
18508
18515
18522
18524
18532
18533
18534
18539
18542
18545
18547
18569
18560
18554
18562
18563
18565
18572
18573
18587
18588
18589
18618
18591
18594
18596
18597
18598
18602
18603
18605
18607
18611
18612
18613
18616
18617
18624
18622
18625
18626
18628
18629
18631
18632
18633
18634
18636
18639
18648
18650
18656
18658
18657
18641
18647
18659
18661
18662
18668
18677
18679
18665
18685
18689
18693
18697
18698
18699
18701
18714
18715
18717
18728
18732
18722
18740
18746
18752
18760
18771
18777
18779
18791
18793
18794
18795
18798
18799
18803
18804
18808
18812
18814
18816
18818
18819
18822
4529
17014
17809
4530
4532
17015
4539
10368
4566
4555
4578
4755
4779
4699
4744
5038
14612
14614
4818
4830
5063
5077
5159
4963
4969
5012
5781
5840
5579
5386
5591
5363
11067
5452
5571
5514
5708
5501
10403
6013
6199
6277
23194
6224
6582
6347
6510
14146
6431
6445
6478
6666
6341
7087
6892
6973
6934
23203
6961
6968
7104
7120
7222
6831
7023
7558
7533
7267
7280
7346
7353
7450
7462
7463
7497
23207
12168
7298
13649
7762
7963
7716
7656
23213
7752
7789
7853
7883
7901
14707
14714
17039
10428
7718
8671
8178
8186
11672
8096
8150
8257
8269
8374
8443
8452
8550
8626
8066
8139
10429
8750
14760
8888
8729
8743
8795
8905
8965
9162
8820
14773
16366
9209
9266
9267
9271
9508
9443
9615
9784
23225
9705
10440
9757
9940
9917
23227
9844
9883
9898
9906
9959
9880
10230
10127
10243
10036
23228
10094
10146
10150
10165
10229
10237
10153
10279
14827
3224
1338
1337
1395
23230
1638
1474
23231
104
12205
13669
1693
713
62
2522
556
1229
16374
54
23232
1585
1205
1801
15831
100
23234
23235
99
574
1777
208
223
1080
166
23237
1654
180
14836
186
23239
1429
20930
196
905
10457
545
17828
1846
1362
16400
969
394
16391
1286
1290
1651
1818
17830
24222
17081
2294
1037
730
2524
14852
23242
23243
1661
1343
15855
299
1032
1354
16409
1212
322
334
1800
1151
361
2751
14858
341
346
349
359
1176
455
776
23244
1042
911
17838
24239
1766
828
1944
1945
1946
1941
15863
24297
11708
1901
14198
1998
11713
2023
2042
2011
2020
24298
2064
2115
2125
22240
2172
2144
2179
2166
23245
2149
19446
2197
2234
2235
2238
2549
23246
2200
2267
2186
2571
2579
23247
2345
2315
2383
17840
2421
2492
2623
2441
2635
2422
2664
23248
2387
17107
23250
23249
24299
2703
2715
2722
2701
2705
2707
2758
2468
2724
2726
2749
3061
23251
2359
2358
2718
17849
24300
2483
2918
2895
2789
19452
3259
3207
14871
2806
2890
3125
2913
2812
3058
2777
18871
2850
2872
2869
2966
2975
3080
19461
3300
3560
2968
2971
17866
23256
2780
2843
2976
14876
19104
3222
3327
3352
3297
3347
17868
19113
3309
3377
3393
3407
3419
3491
3501
14882
3461
3506
3565
3541
10690
3708
3623
3584
3618
3661
3678
3651
3837
3627
3732
3835
3636
3662
23260
23262
3680
3737
3664
3634
3490
3703
4012
3876
3745
3856
3748
3848
24607
3792
3752
3706
3806
4321
3935
4456
3814
4075
20952
4362
4083
4335
4113
4225
24303
20953
4352
4373
4395
4414
4129
4215
4217
4376
4380
4135
4221
4343
22102
4408
25571
4234
4091
10757
4428
4241
4242
4386
4243
4254
23265
4483
4187
24589
4259
4271
4095
4096
4326
4488
10582
10778
11043
24496
24445
10551
10554
10555
10665
10645
20961
10556
10818
10521
10654
10927
10561
10484
15881
11086
11101
10659
10686
10689
10557
10558
10853
24780
10823
10571
10444
12236
10691
11145
11137
11158
11238
11280
11325
11369
26607
11341
11420
11550
11480
11535
11471
11569
15386
11576
11588
11610
26490
11643
11769
26337
26338
23267
11592
11629
11751
11771
11585
11621
15883
11784
23269
11796
11833
11794
11884
11922
11934
11915
11962
12014
11992
11993
12706
12044
12261
12099
12264
12093
12117
12280
12290
12301
12328
12327
12407
12366
12381
12391
12397
12364
27762
12469
12479
12494
12539
12550
12646
12616
12672
12614
27106
12669
12671
12716
12565
24306
12591
12717
12620
12657
27557
12765
12780
12789
12739
12738
12801
12805
12829
12868
12840
12845
12853
12861
12883
12919
12924
12899
12945
12949
12953
12957
24307
12999
12974
12980
12988
13054
13062
13091
15910
13093
16430
13096
23272
13740
13743
13069
13155
13115
13180
13177
13271
13259
13373
13278
13357
13380
13464
14227
13492
13482
25617
13565
13624
13535
14235
14244
13604
14893
13596
13534
13602
15931
13609
13629
13625
13606
23279
13785
13786
13833
13809
13834
13799
13824
13801
23280
13813
13852
13857
13867
13919
13959
13982
23281
14911
15936
14910
14013
14014
14028
14050
14122
14916
14926
14264
14269
14102
14107
14133
15938
14266
14063
14262
23282
14332
14352
14363
14390
14392
14441
14435
14462
14491
14492
14500
14513
14551
14555
14574
14535
14585
14940
14958
14542
15945
14520
14521
15013
14976
14987
15949
15003
23284
15017
15045
15064
15952
15426
15112
15150
15140
15148
26044
15165
15193
15300
15318
16437
15268
15201
15216
15213
15313
15244
15257
15206
15483
15488
15495
15500
15506
19513
15622
23292
17118
15998
16029
15702
16020
16031
15796
16042
15735
16002
15748
15759
16016
15766
15714
16026
15736
15782
15783
16103
16121
16122
16085
16118
16123
16461
16463
16101
16169
16170
17125
16280
16265
16273
16274
16470
16308
16286
16312
16322
16341
19516
16522
17139
17140
16569
16498
16555
16561
16497
17137
16514
16553
16528
16533
16549
16551
16588
16562
23298
16579
16585
16607
16612
16613
16627
16629
16636
17151
16685
16651
16675
16745
16717
16757
16774
16779
16780
16805
16812
16818
16821
16834
16837
16846
16823
16826
16827
16832
16830
16833
16845
16847
16850
16851
16859
16860
16862
16866
16869
16873
16876
16881
16887
16891
16893
16895
16856
16863
16865
16877
16855
16898
16902
16903
16905
16909
16910
17187
16912
16915
16920
17176
16924
16925
17181
17188
17191
16937
16981
17003
17200
16945
16946
16954
16957
16958
16961
16962
16986
16897
16899
16990
17502
16906
17503
16907
16916
16993
16919
17507
16972
17510
16948
16999
16949
16950
17001
16953
17002
16956
17004
16968
16975
16977
16978
16979
17005
17013
17185
17190
17198
16934
17499
16935
17210
17218
17219
17246
17222
17223
17224
17227
17230
17232
17233
17235
17274
17241
17245
17250
17266
17255
17256
17512
17257
17258
17259
17261
17262
17240
17265
17270
17242
17251
17212
17281
17291
17292
17294
17318
17346
17327
17339
17342
17347
17366
17372
18890
17379
17384
17388
17389
17883
17884
17885
17392
17396
17397
17400
17403
17404
17405
17406
17407
17409
17410
17413
17417
17418
17419
17423
17456
17440
17442
17448
17451
17452
17454
25053
17461
17523
17527
17528
17531
17534
17535
17390
17428
17431
17439
17445
17446
17447
17457
17459
17460
17540
17542
17543
17545
17546
17549
17553
17544
17557
17552
17558
17561
17566
17560
17563
17634
17650
17651
17663
21011
17654
17683
17684
17717
17718
17722
17716
17893
17734
17740
17728
17896
17900
17903
17906
17907
17908
17909
17912
17915
17916
17918
17779
17760
17765
17774
17778
17780
17781
17785
17796
17798
17802
17758
17770
17773
17797
17801
17803
17806
18896
18897
18898
17921
17923
17925
17928
17930
17934
17935
17938
17943
17951
17963
17975
17976
17980
17964
17987
17998
18002
18008
18019
18020
18023
18026
18025
18046
18905
18909
18069
18910
18053
18054
18056
18060
18061
18062
18063
18065
18075
18077
18070
18074
18918
18927
18933
18931
18921
18924
18935
18945
18948
18952
18957
18972
18959
18962
18976
18980
18989
18993
18996
18987
19004
19006
19007
19009
19014
19017
19124
19021
19024
19027
19032
19034
19068
19048
19054
19055
19134
19066
19070
19071
19074
19085
19132
19045
19135
19136
19056
19046
19052
19065
19076
19078
19083
19139
19168
19176
19178
19530
19165
19142
19144
19148
19161
19190
19191
19194
19196
19532
19192
19188
19204
19212
19221
19224
19225
19230
19207
19237
19238
19248
19252
19259
19261
19277
19292
19296
19297
19332
19311
19315
19328
19335
19370
19384
19374
19382
19547
19550
19551
19562
19554
19555
19559
19553
19336
19338
19339
19341
19343
19348
19352
19353
19371
19355
19362
19364
19377
19379
19608
19570
19587
19589
19590
19592
19597
19598
19599
19600
19601
19610
19635
19624
19625
19631
19637
19640
19644
19656
19669
19677
19674
19712
19726
19735
19746
19750
19730
19759
19767
19783
19787
19789
19793
19756
19761
19766
19773
19776
19785
19814
19820
19807
19825
19827
19832
19841
19853
19868
19871
19886
24792
19912
19898
19910
19926
19938
19943
19945
19946
19956
19957
19960
19966
19968
19969
19982
19979
19980
19987
19992
19995
19997
20004
20007
20000
20005
20029
20030
20039
21024
20015
20016
20017
20019
20020
20026
20032
20036
20040
20041
21758
20049
20044
20045
20047
20048
20054
20061
20065
20073
24391
20081
20091
20097
20103
20074
21759
20138
21026
20112
20115
20117
20122
20130
20188
20189
20191
20192
20196
20238
20197
20198
20199
20200
20201
20203
20204
20205
20209
20211
20213
20214
20215
20216
20217
20218
20220
20221
20224
20226
20228
20229
20230
20141
20231
20145
20150
20159
20233
20153
20163
20164
20236
20166
20172
20190
20193
20240
20202
20241
20225
20243
20232
20244
20234
20245
20235
20239
20242
20246
20254
20255
20257
20258
20259
21030
20178
20251
21760
20149
20140
25282
20142
20144
20146
20148
20151
20152
20154
20156
20158
20160
20162
20195
20165
20168
20169
20171
20181
20173
20174
20175
20176
20177
20180
20182
20183
20184
20185
20186
20187
20265
20266
20268
20274
20279
20282
20301
21047
21063
21094
21050
21051
21052
21057
21065
21067
21089
21090
21091
21101
21102
21064
21112
21106
21135
21115
21120
21122
21130
21131
21136
21174
21147
21150
21169
21176
21175
21188
21199
21247
21253
21346
21784
21787
21790
21794
21796
21798
21806
21814
21817
21821
21830
21840
21845
21832
21852
21833
21869
21870
21835
21871
21841
21842
21848
21858
21864
21873
21876
21927
21945
21955
24493
22002
22006
22010
22012
21973
21965
21966
21980
22027
22037
22354
22072
22331
22333
22356
22144
22215
22071
22358
22163
24358
24364
24501
24390
24424
24444
24609
24402
24498
25871
24878
24939
25144
25236
25373
25312
25324
25349
25315
25319
25393
25412
25434
25438
25480
25493
25688
25691
25690
25721
25756
25815
25833
25854
26114
26116
26117
27289
25927
26011
26104
27288
25956
26045
26103
26110
26115
25944
26086
26334
26215
26268
26525
26534
26590
26596
26567
26198
26255
26484
26511
26362
26591
26564
26584
26652
26423
26675
26639
26787
26704
26717
26722
26725
26727
26716
26756
26783
26796
26798
26719
26718
26720
26726
26724
26723
26721
26679
26624
27049
27088
27064
27344
27400
27409
27334
27092
27342
27401
27113
27368
27210
27640
27499
27601
27494
27495
27475
27708
